movieId,title,genres,year
210481,When the Greeks,Adventure,1981
210481,When the Greeks,Drama,1981
210481,When the Greeks,War,1981
230547,Easter Under Wraps,Romance,2019
168816,Different Drummers,Children,2013
168816,Different Drummers,Drama,2013
258573,Woodlands Dark and Days Bewitched: A History of Folk Horror,Documentary,2021
270746,The Privilege,Horror,2022
227086,Eva,Drama,1948
85278,"City of Your Final Destination, The",Drama,2009
123900,Safari 3000,Action,3000
73664,Dragon Hunters (Chasseurs de dragons),Adventure,2008
73664,Dragon Hunters (Chasseurs de dragons),Animation,2008
73664,Dragon Hunters (Chasseurs de dragons),Children,2008
74141,"Holy Innocents, The (Santos inocentes, Los)",Drama,1984
117344,Ragnarok,Action,2013
117344,Ragnarok,Adventure,2013
76147,I Hate Valentine's Day,Comedy,2009
76147,I Hate Valentine's Day,Romance,2009
278286,Fuchzhou,Adventure,1993
278286,Fuchzhou,Comedy,1993
278286,Fuchzhou,Romance,1993
258571,The Righteous,Drama,2021
258571,The Righteous,Horror,2021
158723,Pom Pom,Action,1984
158723,Pom Pom,Comedy,1984
145448,Simone e Matteo: un gioco da ragazzi,Comedy,1975
287223,"Up, Down and Sideways",Comedy,1992
91071,"Late George Apley, The",Comedy,1947
138362,A Special Day,Drama,2012
198133,Road to Life,Drama,1931
289115,Bunty Aur Babli 2,Comedy,2021
289115,Bunty Aur Babli 2,Crime,2021
289115,Bunty Aur Babli 2,Drama,2021
158992,The Captive City,Action,1952
158992,The Captive City,Drama,1952
164532,Crossing Point,Action,2016
164532,Crossing Point,Thriller,2016
282117,The Wish Tree,Comedy,2008
282117,The Wish Tree,Drama,2008
254504,First Fall,Animation,2013
254504,First Fall,Drama,2013
254504,First Fall,Fantasy,2013
276035,Zwei Nasen tanken Super,Comedy,1984
168314,Be My Cat: A Film for Anne,Horror,2015
168314,Be My Cat: A Film for Anne,Thriller,2015
150134,Sous le signe de Monte Cristo,Adventure,1968
130634,Furious 7,Action,2015
130634,Furious 7,Crime,2015
130634,Furious 7,Thriller,2015
223432,You Die,Drama,2018
223432,You Die,Horror,2018
223432,You Die,Thriller,2018
164945,Brother Nature,Comedy,2016
160934,El Extra,Comedy,1962
173531,Recon 2020: The Caprini Massacre,Action,2020
173531,Recon 2020: The Caprini Massacre,Sci-Fi,2020
207952,Getting Played,Comedy,2005
207952,Getting Played,Romance,2005
76736,Grim Reaper,Horror,2007
278596,From Subway with Love,Comedy,2005
278596,From Subway with Love,Romance,2005
181937,Clown of the Jungle,Animation,1947
126030,Isabelle au bois dormant,Animation,2007
126030,Isabelle au bois dormant,Comedy,2007
141554,Disappearing Acts,Drama,2000
141554,Disappearing Acts,Romance,2000
417,Barcelona,Comedy,1994
417,Barcelona,Romance,1994
44949,Hoot,Children,2006
44949,Hoot,Comedy,2006
175003,How to Go Out on a Date in Queens,Comedy,2006
175003,How to Go Out on a Date in Queens,Romance,2006
136210,American Animal,Comedy,2012
136210,American Animal,Drama,2012
244036,Battlestar Galactica: The Lowdown,Action,2003
244036,Battlestar Galactica: The Lowdown,Adventure,2003
244036,Battlestar Galactica: The Lowdown,Drama,2003
244036,Battlestar Galactica: The Lowdown,Sci-Fi,2003
78132,The Tomb,Horror,2009
78132,The Tomb,Thriller,2009
124731,Just My Luck,Comedy,1957
269490,The Kindred,Horror,2021
269490,The Kindred,Mystery,2021
269490,The Kindred,Thriller,2021
166034,The Optimists of Nine Elms,Drama,1973
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Action,1992
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),Romance,1992
195149,Ronnie Coleman: The King,Documentary,2018
186223,The Executioners,Horror,2018
186223,The Executioners,Thriller,2018
234111,Muscle,Thriller,2020
183779,The Passion,Comedy,2010
174181,The Keepers,Crime,2017
174181,The Keepers,Documentary,2017
174181,The Keepers,Drama,2017
138312,Flowerman,Drama,2014
138312,Flowerman,Romance,2014
138312,Flowerman,Thriller,2014
214158,Tarts and Flowers,Animation,1950
140016,Always Watching: A Marble Hornets Story,Horror,2015
222759,The 24th,Drama,2020
272473,Australia Day,Crime,2017
272473,Australia Day,Drama,2017
191905,Budapest Tales,Drama,1977
100719,Fake It So Real,Documentary,2012
170777,There Once Was a Dog,Animation,1982
170777,There Once Was a Dog,Children,1982
170777,There Once Was a Dog,Comedy,1982
218249,Gulabo Sitabo,Comedy,2020
218249,Gulabo Sitabo,Drama,2020
2376,"View to a Kill, A",Action,1985
2376,"View to a Kill, A",Adventure,1985
2376,"View to a Kill, A",Thriller,1985
199990,The White City,Drama,2014
281816,Wildcat,Documentary,2022
188571,Adam Chaplin,Horror,2011
140062,The Devil's Eight,Crime,1969
140062,The Devil's Eight,Drama,1969
140062,The Devil's Eight,Thriller,1969
209359,Among the Shadows,Crime,2019
209359,Among the Shadows,Horror,2019
209359,Among the Shadows,Thriller,2019
8495,Animal Factory,Crime,2000
8495,Animal Factory,Drama,2000
269240,45 Days: The Fight for a Nation,Documentary,2021
123673,The Rose Garden,Drama,1990
251836,Third Party Risk,Crime,1954
251836,Third Party Risk,Drama,1954
210771,Encounter,Horror,2016
128966,Gamera vs. Zigra,Action,1971
128966,Gamera vs. Zigra,Adventure,1971
128966,Gamera vs. Zigra,Sci-Fi,1971
188753,Unfriended: Dark Web,Horror,2018
104526,So It Goes (Korsoteoria),Drama,2012
215615,Pink Floyd: Pulse,Documentary,1995
114961,Waiting for the Sea (V ozhidanii morya),Fantasy,2012
207159,Poinsettias for Christmas,Romance,2018
265314,Charles Manson Superstar,Crime,1989
265314,Charles Manson Superstar,Documentary,1989
208263,Ninety Degrees in the Shade,Crime,1965
208263,Ninety Degrees in the Shade,Drama,1965
208263,Ninety Degrees in the Shade,Thriller,1965
178583,Walk Proud,Drama,1979
178583,Walk Proud,Romance,1979
281096,Puss in Boots: The Last Wish,Adventure,2022
281096,Puss in Boots: The Last Wish,Animation,2022
281096,Puss in Boots: The Last Wish,Children,2022
281096,Puss in Boots: The Last Wish,Comedy,2022
281096,Puss in Boots: The Last Wish,Fantasy,2022
265686,A Man Named Scott,Documentary,2021
283433,"Keep Smiling, Mom!",Comedy,2022
181989,Holiday on the Buses,Comedy,1973
82608,Zerophilia,Comedy,2005
82608,Zerophilia,Romance,2005
6744,Once Bitten,Comedy,1985
6744,Once Bitten,Horror,1985
26762,Aileen Wuornos: The Selling of a Serial Killer,Documentary,1993
133729,Sleepaway Camp III: Teenage Wasteland,Comedy,1989
133729,Sleepaway Camp III: Teenage Wasteland,Horror,1989
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,Comedy,2012
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,Fantasy,2012
260947,Jerky Turkey,Animation,1945
260947,Jerky Turkey,Comedy,1945
289157,Punorjonmo | পুনর্জন্ম,Crime,2021
289157,Punorjonmo | পুনর্জন্ম,Thriller,2021
1923,There's Something About Mary,Comedy,1998
1923,There's Something About Mary,Romance,1998
162512,Endgame,Comedy,2000
162512,Endgame,Drama,2000
109008,Viper in the Fist,Drama,2004
159976,Pelé: Birth of a Legend,Drama,2016
192699,Warning Sign,Drama,1985
192699,Warning Sign,Sci-Fi,1985
192699,Warning Sign,Thriller,1985
150728,All for One,Comedy,2011
251368,When Star Wars Ruled the World,Documentary,2004
153682,The Crooked Web,Crime,1955
252610,Baggio: The Divine Ponytail,Drama,2021
247094,One Summer Night,Drama,2016
223342,Japan: A Story of Love and Hate,Documentary,2008
8888,Stealing Time (a.k.a. Rennie's Landing),Drama,2001
252484,Barbarous Mexico,Fantasy,2014
252484,Barbarous Mexico,Horror,2014
186941,Golden Years,Comedy,2016
186941,Golden Years,Crime,2016
132975,Garrison Keillor: The Man on the Radio in the Red Shoes,Documentary,2009
31,Dangerous Minds,Drama,1995
8004,Planet of the Vampires (Terrore nello spazio),Horror,1965
8004,Planet of the Vampires (Terrore nello spazio),Sci-Fi,1965
4723,"Deep End, The",Drama,2001
221496,Blood Vessel,Horror,2019
221496,Blood Vessel,Sci-Fi,2019
182153,Donald's Cousin Gus,Animation,1939
53774,"Mystery of Picasso, The (Le mystère Picasso)",Documentary,1956
141716,Blind Man,Action,2012
141716,Blind Man,Thriller,2012
228441,Land Shark,Horror,2017
228441,Land Shark,Thriller,2017
254392,Initiation,Crime,2021
254392,Initiation,Horror,2021
254392,Initiation,Mystery,2021
254392,Initiation,Thriller,2021
2540,"Corruptor, The",Action,1999
2540,"Corruptor, The",Crime,1999
2540,"Corruptor, The",Drama,1999
2540,"Corruptor, The",Thriller,1999
167310,The Caretaker,Horror,2016
167310,The Caretaker,Thriller,2016
1740,Men of Means,Action,1999
1740,Men of Means,Drama,1999
103042,Man of Steel,Action,2013
103042,Man of Steel,Adventure,2013
103042,Man of Steel,Fantasy,2013
103042,Man of Steel,Sci-Fi,2013
103042,Man of Steel,IMAX,2013
279862,A Room of My Own,Drama,2022
6117,Privates on Parade,Comedy,1982
6117,Privates on Parade,Drama,1982
6117,Privates on Parade,War,1982
280258,The Wonder,Drama,2022
280258,The Wonder,Mystery,2022
280258,The Wonder,Thriller,2022
191499,Gunde Jaari Gallanthayyinde,Romance,2013
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,Action,1999
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,Adventure,1999
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,Drama,1999
215381,Justine,Drama,2019
202025,Olivia,Crime,1983
202025,Olivia,Drama,1983
202025,Olivia,Horror,1983
202025,Olivia,Romance,1983
263073,Christmas Waltz,Drama,2020
263073,Christmas Waltz,Romance,2020
171455,Fabricated City,Action,2017
171455,Fabricated City,Crime,2017
1235,Harold and Maude,Comedy,1971
1235,Harold and Maude,Drama,1971
1235,Harold and Maude,Romance,1971
185715,Layla M.,Drama,2016
120524,The Biggest Bundle of Them All,Comedy,1968
120524,The Biggest Bundle of Them All,Crime,1968
248314,Theban Plays: Oedipus the King,Drama,1986
165537,The Windmill,Horror,2016
4086,"Big Easy, The",Action,1987
4086,"Big Easy, The",Crime,1987
4086,"Big Easy, The",Mystery,1987
4086,"Big Easy, The",Romance,1987
4086,"Big Easy, The",Thriller,1987
8587,Mayor of the Sunset Strip,Documentary,2003
195193,The Limousine,Comedy,2014
113510,Switch,Action,2011
113510,Switch,Crime,2011
113510,Switch,Thriller,2011
217941,Virgin,Drama,2003
288581,Taylor Mac's 24-Decade History of Popular Music,Documentary,2023
184135,Anne Frank: The Whole Story,Drama,2001
184135,Anne Frank: The Whole Story,War,2001
187031,Jurassic World: Fallen Kingdom,Action,2018
187031,Jurassic World: Fallen Kingdom,Adventure,2018
187031,Jurassic World: Fallen Kingdom,Drama,2018
187031,Jurassic World: Fallen Kingdom,Sci-Fi,2018
187031,Jurassic World: Fallen Kingdom,Thriller,2018
121620,Thieves Fall Out,Comedy,1941
6454,Music Box,Drama,1989
220370,The Dalai Lama: Scientist,Documentary,NA
190921,The Silver Chair,Adventure,1990
190921,The Silver Chair,Children,1990
190921,The Silver Chair,Fantasy,1990
103489,Arctic Blast,Sci-Fi,2010
103489,Arctic Blast,Thriller,2010
190103,Manila in the Claws of Light,Drama,1975
190103,Manila in the Claws of Light,Mystery,1975
174213,The Sealed Room,Drama,1909
174213,The Sealed Room,Horror,1909
75345,Failan,Drama,2001
75345,Failan,Romance,2001
177295,Jesús,Children,2016
177295,Jesús,Drama,2016
123225,Winning Streak,Drama,2012
5705,Xanadu,Fantasy,1980
5705,Xanadu,Musical,1980
5705,Xanadu,Romance,1980
158238,The Nice Guys,Crime,2016
158238,The Nice Guys,Mystery,2016
158238,The Nice Guys,Thriller,2016
200290,Female Human Animal,Thriller,2018
151319,Notias,Comedy,2016
151319,Notias,Drama,2016
223017,Red apples,Drama,2017
116666,Dr Jekyll & Sister Hyde,Horror,1971
116666,Dr Jekyll & Sister Hyde,Sci-Fi,1971
184817,Lunch Meat,Drama,1987
184817,Lunch Meat,Horror,1987
5017,"Big Heat, The",Drama,1953
5017,"Big Heat, The",Film-Noir,1953
38839,"Ketchup Effect, The (Hip Hip Hora!)",Drama,2004
254903,The Day the Earth Stopped,Action,2008
254903,The Day the Earth Stopped,Adventure,2008
254903,The Day the Earth Stopped,Sci-Fi,2008
254903,The Day the Earth Stopped,Thriller,2008
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy,2002
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Fantasy,2002
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Romance,2002
263373,The Railway Children,Children,2000
263373,The Railway Children,Drama,2000
133497,Goldface il fantastico Superman,Adventure,1967
133497,Goldface il fantastico Superman,Crime,1967
172215,Saved by the Bell: Hawaiian Style,Comedy,1992
195987,DriverX,Drama,2018
148675,North Pole: Open For Christmas,Children,2015
148675,North Pole: Open For Christmas,Fantasy,2015
254048,Unclenching the Fists,Drama,2021
276217,Ip Man: The Awakening,Action,2022
276217,Ip Man: The Awakening,Adventure,2022
276217,Ip Man: The Awakening,Drama,2022
27347,Good Advice,Comedy,2001
27347,Good Advice,Romance,2001
277324,Carter,Action,2022
277324,Carter,Thriller,2022
121961,The Young Racers,Action,1963
121961,The Young Racers,Drama,1963
144182,SPL 2: A Time for Consequences,Action,2015
144182,SPL 2: A Time for Consequences,Crime,2015
144182,SPL 2: A Time for Consequences,Drama,2015
123115,Why Be Good?,Comedy,1929
123115,Why Be Good?,Drama,1929
123115,Why Be Good?,Romance,1929
213431,The Fable,Action,2019
213431,The Fable,Comedy,2019
7194,Bonjour tristesse,Drama,1958
1552,Con Air,Action,1997
1552,Con Air,Adventure,1997
1552,Con Air,Thriller,1997
194388,Gamera: Guardian of the Universe,Action,1995
194388,Gamera: Guardian of the Universe,Adventure,1995
194388,Gamera: Guardian of the Universe,Drama,1995
194388,Gamera: Guardian of the Universe,Fantasy,1995
194388,Gamera: Guardian of the Universe,Sci-Fi,1995
194388,Gamera: Guardian of the Universe,Thriller,1995
201318,Deer Woman,Comedy,2005
201318,Deer Woman,Horror,2005
106992,Cousin Angelica (La prima Angélica),Drama,1974
213047,Makmum,Horror,2019
32296,Miss Congeniality 2: Armed and Fabulous,Adventure,2005
32296,Miss Congeniality 2: Armed and Fabulous,Comedy,2005
32296,Miss Congeniality 2: Armed and Fabulous,Crime,2005
145162,Ripper: Letter from Hell,Horror,2001
4621,Look Who's Talking,Comedy,1989
4621,Look Who's Talking,Romance,1989
204804,Bob Saget: Zero to Sixty,Comedy,2017
4799,"It's a Mad, Mad, Mad, Mad World",Action,1963
4799,"It's a Mad, Mad, Mad, Mad World",Adventure,1963
4799,"It's a Mad, Mad, Mad, Mad World",Comedy,1963
4799,"It's a Mad, Mad, Mad, Mad World",Crime,1963
139653,Winston Churchill: Walking with Destiny,Documentary,2010
263965,Downton Abbey: Christmas Special 2015,Children,2015
263965,Downton Abbey: Christmas Special 2015,Drama,2015
263965,Downton Abbey: Christmas Special 2015,Romance,2015
272135,Bodies Bodies Bodies,Comedy,2022
272135,Bodies Bodies Bodies,Horror,2022
272135,Bodies Bodies Bodies,Thriller,2022
246110,Klara,Adventure,2010
246110,Klara,Children,2010
185749,The Last Horror Film,Comedy,1982
185749,The Last Horror Film,Horror,1982
86852,"Beaver, The",Drama,2011
126737,Dark Dungeons,Drama,2014
126737,Dark Dungeons,Fantasy,2014
186603,Method,Thriller,2004
163873,Scared Stiff,Horror,1987
135454,Alien vs. Ninja,Action,2010
135454,Alien vs. Ninja,Horror,2010
135454,Alien vs. Ninja,Sci-Fi,2010
135454,Alien vs. Ninja,Thriller,2010
147346,Final Exam,Horror,1981
139598,Yellowbird,Animation,2014
139598,Yellowbird,Children,2014
139598,Yellowbird,Comedy,2014
126787,The Last Time I Saw Macao,Documentary,2012
126787,The Last Time I Saw Macao,Thriller,2012
96294,Bells of Innocence,Horror,2003
277164,Venky,Adventure,2004
277164,Venky,Comedy,2004
120114,Summertime,Comedy,2014
220930,Suk Suk,Drama,2020
207850,Gasht-e 2,Comedy,2017
137841,Harlow,Drama,1965
165661,The Piper,Fantasy,2015
165661,The Piper,Horror,2015
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,Action,2007
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,Animation,2007
195649,Quién te cantará,Drama,2018
195649,Quién te cantará,Mystery,2018
244656,Simple Passion,Drama,2020
244656,Simple Passion,Romance,2020
240628,Bottom Feeder,Horror,2007
240628,Bottom Feeder,Sci-Fi,2007
105490,Almost You,Comedy,1985
105490,Almost You,Drama,1985
5076,"Adventures of Huck Finn, The",Adventure,1993
5076,"Adventures of Huck Finn, The",Children,1993
5076,"Adventures of Huck Finn, The",Comedy,1993
5076,"Adventures of Huck Finn, The",Drama,1993
222419,Khuda Haafiz,Action,2020
222419,Khuda Haafiz,Romance,2020
222419,Khuda Haafiz,Thriller,2020
152041,100% Love,Drama,2011
152041,100% Love,Romance,2011
6494,On_Line (a.k.a. On Line),Drama,2002
238804,Life After All,Children,2003
238804,Life After All,Drama,2003
277822,Miss Nobody,Drama,1996
609,Homeward Bound II: Lost in San Francisco,Adventure,1996
609,Homeward Bound II: Lost in San Francisco,Children,1996
173773,Destiny,Drama,2006
8584,Leave Her to Heaven,Drama,1945
8584,Leave Her to Heaven,Film-Noir,1945
196329,Sons of Norway,Drama,2011
2868,Fright Night Part II,Horror,1988
92648,BookWars,Comedy,2000
92648,BookWars,Crime,2000
92648,BookWars,Documentary,2000
7833,Shadow of the Thin Man,Comedy,1941
7833,Shadow of the Thin Man,Crime,1941
7833,Shadow of the Thin Man,Mystery,1941
253794,In Your Shoes,Comedy,2020
169258,Gangs,Comedy,2009
169258,Gangs,Drama,2009
32354,Free Radicals (Böse Zellen),Drama,2003
101388,"Colder Kind of Death, A",Crime,2001
101388,"Colder Kind of Death, A",Drama,2001
101388,"Colder Kind of Death, A",Mystery,2001
268732,Scream,Horror,2022
268732,Scream,Mystery,2022
268732,Scream,Thriller,2022
177917,Papa ou maman 2,Comedy,2016
178339,The Classic,Drama,2003
178339,The Classic,Romance,2003
183647,11 September Vragen,Documentary,2016
4786,"Legend of Hell House, The",Horror,1973
4786,"Legend of Hell House, The",Thriller,1973
222117,Music,Drama,2020
152627,Balls to the Wall,Comedy,2011
145722,Cold & Dark,Action,2005
145722,Cold & Dark,Crime,2005
145722,Cold & Dark,Horror,2005
145722,Cold & Dark,Thriller,2005
288767,Human Resources,Horror,2021
288767,Human Resources,Mystery,2021
2839,West Beirut (West Beyrouth),Drama,1998
191857,The Bleeding Edge,Documentary,2018
168054,After the Fall,Drama,2010
181891,Slide Donald Slide,Animation,1949
181891,Slide Donald Slide,Children,1949
181891,Slide Donald Slide,Comedy,1949
264059,The Heater,Thriller,2019
250572,Hare Ribbin',Animation,1944
250572,Hare Ribbin',Comedy,1944
194152,Sleep No More,Horror,2018
216535,Prank,Crime,2013
216535,Prank,Horror,2013
128758,Judge Fayard Called the Sheriff,Crime,1977
128758,Judge Fayard Called the Sheriff,Drama,1977
251572,My Dog's Christmas Miracle,Children,2011
251572,My Dog's Christmas Miracle,Comedy,2011
103333,Blutzbrüdaz,Comedy,2013
36553,In Old Chicago,Action,1937
36553,In Old Chicago,Drama,1937
36553,In Old Chicago,Musical,1937
36553,In Old Chicago,War,1937
2973,Crimes and Misdemeanors,Comedy,1989
2973,Crimes and Misdemeanors,Crime,1989
2973,Crimes and Misdemeanors,Drama,1989
4117,Hope and Glory,Drama,1987
133699,Black Friday,Crime,2004
133699,Black Friday,Drama,2004
133699,Black Friday,Thriller,2004
27328,Monday,Action,2000
27328,Monday,Comedy,2000
27328,Monday,Crime,2000
27328,Monday,Fantasy,2000
27328,Monday,Thriller,2000
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Animation,1998
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Fantasy,1998
8157,Jin Roh: The Wolf Brigade (Jin-Rô),Thriller,1998
137924,Dark Souls,Horror,2011
137924,Dark Souls,Thriller,2011
220776,International Khiladi,Action,1999
220776,International Khiladi,Crime,1999
220776,International Khiladi,Drama,1999
220776,International Khiladi,Romance,1999
220776,International Khiladi,Thriller,1999
278952,Moon Man,Comedy,2022
278952,Moon Man,Sci-Fi,2022
162374,The Rack Pack,Comedy,2016
162374,The Rack Pack,Drama,2016
213976,Lost Girls,Drama,2020
213976,Lost Girls,Mystery,2020
213976,Lost Girls,Thriller,2020
33970,Equinox,Drama,1992
33970,Equinox,Mystery,1992
33970,Equinox,Thriller,1992
77808,Bobby Deerfield,Drama,1977
77808,Bobby Deerfield,Romance,1977
125301,The Little Hut,Comedy,1957
125301,The Little Hut,Romance,1957
187973,Father Frost and the Summer,Animation,1969
235551,The Orange Years: The Nickelodeon Story,Documentary,2018
155115,Asura,Animation,2012
155115,Asura,Drama,2012
155115,Asura,Horror,2012
100517,"World Before Her, The",Documentary,2012
114420,When Eight Bells Toll,Action,1971
114420,When Eight Bells Toll,Adventure,1971
114420,When Eight Bells Toll,Crime,1971
114420,When Eight Bells Toll,Mystery,1971
280674,Reclaim,Children,2022
280674,Reclaim,Drama,2022
182941,The Motive,Drama,2017
182941,The Motive,Thriller,2017
288591,Little Red Walking Hood,Animation,1937
288591,Little Red Walking Hood,Comedy,1937
149398,On the Twelfth Day of Christmas,Children,2015
241708,Video Diary of a Lost Girl,Comedy,2012
241708,Video Diary of a Lost Girl,Fantasy,2012
241708,Video Diary of a Lost Girl,Horror,2012
150018,Verlengd Weekend,Comedy,2005
150018,Verlengd Weekend,Drama,2005
133431,Carambola's Philosophy: In the Right Pocket,Comedy,1975
133431,Carambola's Philosophy: In the Right Pocket,Western,1975
172855,Путь к себе,Romance,2010
144240,Screaming Mimi,Thriller,1958
226888,The Dark and the Wicked,Horror,2020
211754,Blood Widow,Horror,2019
211754,Blood Widow,Mystery,2019
211754,Blood Widow,Thriller,2019
280194,The Inhabitant,Horror,2022
280194,The Inhabitant,Thriller,2022
273767,Tomb of the River,Action,2021
273767,Tomb of the River,Crime,2021
273767,Tomb of the River,Drama,2021
254758,The Greenhouse,Drama,2021
254758,The Greenhouse,Fantasy,2021
120923,Under a Lucky Star,Comedy,2014
243586,Operation Varsity Blues: The College Admissions Scandal,Crime,2021
243586,Operation Varsity Blues: The College Admissions Scandal,Documentary,2021
150395,Assassination Classroom,Action,2015
150395,Assassination Classroom,Adventure,2015
150395,Assassination Classroom,Sci-Fi,2015
160350,Alien Lockdown,Sci-Fi,2004
217573,5G Zombies,Horror,2020
117586,My Dear Desperado,Comedy,2010
254460,Jungle Cruise,Adventure,2021
254460,Jungle Cruise,Children,2021
254460,Jungle Cruise,Comedy,2021
254460,Jungle Cruise,Fantasy,2021
128129,The Dead Are Alive,Horror,1972
128129,The Dead Are Alive,Mystery,1972
128129,The Dead Are Alive,Thriller,1972
279394,Innocence,Drama,2011
279394,Innocence,Thriller,2011
2011,Back to the Future Part II,Adventure,1989
2011,Back to the Future Part II,Comedy,1989
2011,Back to the Future Part II,Sci-Fi,1989
5284,Crush,Comedy,2001
5284,Crush,Romance,2001
25956,"Secret Garden, The",Children,1949
25956,"Secret Garden, The",Drama,1949
177977,The Secret Rivals,Action,1976
262735,Walk the Dog,Drama,2014
176237,The One-Man Band,Action,1900
176237,The One-Man Band,Fantasy,1900
176237,The One-Man Band,Thriller,1900
203222,The Lion King,Adventure,2019
203222,The Lion King,Animation,2019
203222,The Lion King,Children,2019
203222,The Lion King,Drama,2019
164707,Go Figure,Children,2005
164707,Go Figure,Comedy,2005
164707,Go Figure,Drama,2005
273977,365 Days: This Day,Drama,2022
273977,365 Days: This Day,Romance,2022
61465,Bangkok Dangerous,Action,2008
61465,Bangkok Dangerous,Crime,2008
61465,Bangkok Dangerous,Thriller,2008
106195,How I Live Now,Action,2013
106195,How I Live Now,Drama,2013
106195,How I Live Now,Thriller,2013
223316,Satte Pe Satta,Comedy,1982
151505,Carpet Racers,Documentary,2009
186631,Everybody Knows,Drama,2018
151426,L'arciere di fuoco,Adventure,1971
98376,"Yellow Cab Man, The",Comedy,1950
98376,"Yellow Cab Man, The",Drama,1950
98376,"Yellow Cab Man, The",Romance,1950
89492,Moneyball,Drama,2011
126158,Frenchmen 2,Comedy,2007
126158,Frenchmen 2,Romance,2007
205603,Always - Sunset on Third Street 3,Comedy,2012
205603,Always - Sunset on Third Street 3,Drama,2012
244562,Going Nuts - Tales from the Squirrel World,Documentary,2019
200556,Cry Danger,Crime,1951
200556,Cry Danger,Drama,1951
200556,Cry Danger,Thriller,1951
291685,Where the Wind Blows,Crime,2023
291685,Where the Wind Blows,Drama,2023
291685,Where the Wind Blows,Thriller,2023
71280,"Wreck of the Mary Deare, The",Drama,1959
71280,"Wreck of the Mary Deare, The",Thriller,1959
264980,To the Victory at Last,Drama,1997
83381,Seven Thieves,Crime,1960
83381,Seven Thieves,Drama,1960
4854,Clambake,Musical,1967
98114,Bloodtide,Horror,1982
161179,To Steal from a Thief,Crime,2016
161179,To Steal from a Thief,Thriller,2016
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",Adventure,1964
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",Crime,1964
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol)",Drama,1964
