movieId,title,year,Drama,Comedy,Horror,Thriller,Action,Western,War,Crime,Documentary,Mystery,Sci-Fi,Adventure,Romance,Children,Animation,Fantasy,IMAX,Musical,Film-Noir
164183,Terminal Invasion,2002,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6244,Salaam Bombay!,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112332,Caprice,1967,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
157387,Paradox,2016,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31923,"Three Musketeers, The",1973,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284601,Uman – The Perfect Man,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27746,Ginger Snaps: Unleashed,2004,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126044,Brutal Relax,2010,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108313,Dirty Pictures,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74857,Strategic Air Command,1955,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210481,When the Greeks,1981,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
230547,Easter Under Wraps,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168816,Different Drummers,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
258573,Woodlands Dark and Days Bewitched: A History of Folk Horror,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270746,The Privilege,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227086,Eva,1948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85278,"City of Your Final Destination, The",2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123900,Safari 3000,3000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73664,Dragon Hunters (Chasseurs de dragons),2008,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
74141,"Holy Innocents, The (Santos inocentes, Los)",1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117344,Ragnarok,2013,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76147,I Hate Valentine's Day,2009,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
278286,Fuchzhou,1993,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
258571,The Righteous,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158723,Pom Pom,1984,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145448,Simone e Matteo: un gioco da ragazzi,1975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287223,"Up, Down and Sideways",1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91071,"Late George Apley, The",1947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138362,A Special Day,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198133,Road to Life,1931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289115,Bunty Aur Babli 2,2021,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
158992,The Captive City,1952,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164532,Crossing Point,2016,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282117,The Wish Tree,2008,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254504,First Fall,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
276035,Zwei Nasen tanken Super,1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168314,Be My Cat: A Film for Anne,2015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150134,Sous le signe de Monte Cristo,1968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130634,Furious 7,2015,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
223432,You Die,2018,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164945,Brother Nature,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160934,El Extra,1962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173531,Recon 2020: The Caprini Massacre,2020,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
207952,Getting Played,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
76736,Grim Reaper,2007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278596,From Subway with Love,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181937,Clown of the Jungle,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
126030,Isabelle au bois dormant,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141554,Disappearing Acts,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
417,Barcelona,1994,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44949,Hoot,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175003,How to Go Out on a Date in Queens,2006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
136210,American Animal,2012,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244036,Battlestar Galactica: The Lowdown,2003,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
78132,The Tomb,2009,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124731,Just My Luck,1957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269490,The Kindred,2021,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
166034,The Optimists of Nine Elms,1973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),1992,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
195149,Ronnie Coleman: The King,2018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
186223,The Executioners,2018,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234111,Muscle,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183779,The Passion,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174181,The Keepers,2017,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
138312,Flowerman,2014,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214158,Tarts and Flowers,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
140016,Always Watching: A Marble Hornets Story,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222759,The 24th,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272473,Australia Day,2017,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191905,Budapest Tales,1977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100719,Fake It So Real,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170777,There Once Was a Dog,1982,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
218249,Gulabo Sitabo,2020,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,"View to a Kill, A",1985,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199990,The White City,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281816,Wildcat,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188571,Adam Chaplin,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140062,The Devil's Eight,1969,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209359,Among the Shadows,2019,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8495,Animal Factory,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
269240,45 Days: The Fight for a Nation,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123673,The Rose Garden,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251836,Third Party Risk,1954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
210771,Encounter,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128966,Gamera vs. Zigra,1971,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
188753,Unfriended: Dark Web,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104526,So It Goes (Korsoteoria),2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215615,Pink Floyd: Pulse,1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114961,Waiting for the Sea (V ozhidanii morya),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
207159,Poinsettias for Christmas,2018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265314,Charles Manson Superstar,1989,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
208263,Ninety Degrees in the Shade,1965,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
178583,Walk Proud,1979,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
281096,Puss in Boots: The Last Wish,2022,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
265686,A Man Named Scott,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
283433,"Keep Smiling, Mom!",2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181989,Holiday on the Buses,1973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82608,Zerophilia,2005,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6744,Once Bitten,1985,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26762,Aileen Wuornos: The Selling of a Serial Killer,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133729,Sleepaway Camp III: Teenage Wasteland,1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228431,Emmanuelle Through Time: Emmanuelle's Sexy Bite,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260947,Jerky Turkey,1945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289157,Punorjonmo | পুনর্জন্ম,2021,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1923,There's Something About Mary,1998,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
162512,Endgame,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109008,Viper in the Fist,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159976,Pelé: Birth of a Legend,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192699,Warning Sign,1985,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150728,All for One,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251368,When Star Wars Ruled the World,2004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153682,The Crooked Web,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
252610,Baggio: The Divine Ponytail,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247094,One Summer Night,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223342,Japan: A Story of Love and Hate,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8888,Stealing Time (a.k.a. Rennie's Landing),2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252484,Barbarous Mexico,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186941,Golden Years,2016,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132975,Garrison Keillor: The Man on the Radio in the Red Shoes,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,Dangerous Minds,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,Planet of the Vampires (Terrore nello spazio),1965,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4723,"Deep End, The",2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221496,Blood Vessel,2019,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182153,Donald's Cousin Gus,1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
53774,"Mystery of Picasso, The (Le mystère Picasso)",1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141716,Blind Man,2012,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228441,Land Shark,2017,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254392,Initiation,2021,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2540,"Corruptor, The",1999,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
167310,The Caretaker,2016,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,Men of Means,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103042,Man of Steel,2013,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
279862,A Room of My Own,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,Privates on Parade,1982,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280258,The Wonder,2022,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
191499,Gunde Jaari Gallanthayyinde,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
264243,The Adventures of Young Indiana Jones: The Phantom Train of Doom,1999,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
215381,Justine,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202025,Olivia,1983,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
263073,Christmas Waltz,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171455,Fabricated City,2017,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1235,Harold and Maude,1971,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
185715,Layla M.,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120524,The Biggest Bundle of Them All,1968,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
248314,Theban Plays: Oedipus the King,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165537,The Windmill,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,"Big Easy, The",1987,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
8587,Mayor of the Sunset Strip,2003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
195193,The Limousine,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113510,Switch,2011,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217941,Virgin,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288581,Taylor Mac's 24-Decade History of Popular Music,2023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184135,Anne Frank: The Whole Story,2001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
187031,Jurassic World: Fallen Kingdom,2018,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
121620,Thieves Fall Out,1941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6454,Music Box,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220370,The Dalai Lama: Scientist,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
190921,The Silver Chair,1990,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
103489,Arctic Blast,2010,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
190103,Manila in the Claws of Light,1975,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
174213,The Sealed Room,1909,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75345,Failan,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177295,Jesús,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123225,Winning Streak,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5705,Xanadu,1980,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
158238,The Nice Guys,2016,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
200290,Female Human Animal,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151319,Notias,2016,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223017,Red apples,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116666,Dr Jekyll & Sister Hyde,1971,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
184817,Lunch Meat,1987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,"Big Heat, The",1953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38839,"Ketchup Effect, The (Hip Hip Hora!)",2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254903,The Day the Earth Stopped,2008,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
96935,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),2002,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
263373,The Railway Children,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133497,Goldface il fantastico Superman,1967,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
172215,Saved by the Bell: Hawaiian Style,1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195987,DriverX,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148675,North Pole: Open For Christmas,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
254048,Unclenching the Fists,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276217,Ip Man: The Awakening,2022,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27347,Good Advice,2001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
277324,Carter,2022,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121961,The Young Racers,1963,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144182,SPL 2: A Time for Consequences,2015,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123115,Why Be Good?,1929,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213431,The Fable,2019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7194,Bonjour tristesse,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,Con Air,1997,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194388,Gamera: Guardian of the Universe,1995,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
201318,Deer Woman,2005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106992,Cousin Angelica (La prima Angélica),1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213047,Makmum,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32296,Miss Congeniality 2: Armed and Fabulous,2005,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
145162,Ripper: Letter from Hell,2001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,Look Who's Talking,1989,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204804,Bob Saget: Zero to Sixty,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4799,"It's a Mad, Mad, Mad, Mad World",1963,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
139653,Winston Churchill: Walking with Destiny,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
263965,Downton Abbey: Christmas Special 2015,2015,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
272135,Bodies Bodies Bodies,2022,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246110,Klara,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
185749,The Last Horror Film,1982,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86852,"Beaver, The",2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126737,Dark Dungeons,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186603,Method,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163873,Scared Stiff,1987,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135454,Alien vs. Ninja,2010,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
147346,Final Exam,1981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139598,Yellowbird,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
126787,The Last Time I Saw Macao,2012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96294,Bells of Innocence,2003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277164,Venky,2004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
120114,Summertime,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220930,Suk Suk,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207850,Gasht-e 2,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137841,Harlow,1965,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165661,The Piper,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169512,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
195649,Quién te cantará,2018,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
244656,Simple Passion,2020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240628,Bottom Feeder,2007,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105490,Almost You,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,"Adventures of Huck Finn, The",1993,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
222419,Khuda Haafiz,2020,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
152041,100% Love,2011,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6494,On_Line (a.k.a. On Line),2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
